Id,Predicted
11,"[  24   95  136  155  217  236  248  285  321  405  439  448  488  499
  523  574  624  654  684  772  775  795 1000 1052 1077 1110 1119 1170
 1192 1257 1308 1355 1429 1449 1477 1495 1545 1553 1554 1573 1602 1619
 1633 1652 1677 1706 1713 1758 1853 1868 1869 1870 1881 1967 1995 2105
 2106 2110 2131 2148 2176 2226 2230 2308 2382 2419 2462 2501 2502 2530
 2584 2591 2627 2702 2752 2805 2828 2871 2926 2932 2962 2973 3019 3078
 3113 3141 3166 3194 3208 3237 3283 3307 3311 3348 3362 3381 3406 3408
 3421 3426 3493 3501 3505 3510 3532 3571 3643 3644 3653 3660 3662 3702
 3757 3810 3833 3852 3909 3911 3923 3972 3978 4006 4057 4067 4077 4095
 4211 4213 4218 4284 4291 4307 4341 4354 4355 4399 4440 4442 4520 4525
 4543 4553 4574 4627 4678 4686 4697 4715 4725 4739 4742 4821 4883 4946
 4965 4967 4989 5020 5030 5061 5165 5213 5271 5284 5302 5337 5361 5365
 5395 5413 5447 5481 5497 5519 5520 5529 5544 5560 5617 5634 5678 5679
 5798 5803 5843 5858 5868 5878 5892 5926 5959 5960 5987 6038 6049 6137
 6162 6216 6298 6330 6417 6467 6468 6588 6601 6647 6664 6690 6755 6756
 6759 6763 6765 6770 6771 6779 6878 6971 6991 6993 6998 7017 7076 7109
 7127 7162 7285 7300 7301 7307 7315 7328 7336 7349 7426 7446 7449 7456
 7498 7518 7519 7547 7568 7613 7652 7727 7736 7772 7778 7873 7887 7962
 7989 8059 8069 8084 8121 8134 8147 8267 8283 8305 8367 8399 8427 8445
 8468 8509 8519 8585 8587 8637 8670 8741 8768 8840 8841 8893 8917 8951
 8985 9031 9058 9071 9083 9135 9168 9170 9185 9248 9522 9747 9761 9762
 9797 9806 9823 9844 9855 9878 9901 9970]"
12,"[ 248  405  448  624  772 1052 1553 1652 1881 1967 2106 2110 2131 2148
 2226 2382 2462 2502 2530 2584 2805 2926 3113 3237 3381 3408 3501 3510
 3660 3810 3911 4095 4291 4525 4543 4697 4739 4965 4967 5020 5284 5302
 5361 5447 5497 5544 5843 5858 5878 5892 5987 6038 6588 6690 6770 6991
 7315 7456 7727 7772 7778 7925 8147 8367 8399 8468 8585 8637 9031 9185
 9747 9762 9901]"
13,"[  24   95  136  150  155  217  233  236  248  282  285  321  405  439
  448  488  499  523  574  624  654  657  663  768  772  775  793  795
  890 1000 1052 1077 1110 1119 1170 1246 1257 1308 1355 1429 1449 1477
 1495 1503 1514 1545 1553 1554 1573 1593 1602 1613 1619 1633 1652 1677
 1713 1758 1853 1861 1868 1869 1870 1881 1967 1995 2029 2100 2105 2106
 2110 2131 2148 2176 2226 2228 2230 2274 2308 2382 2419 2462 2501 2502
 2530 2565 2584 2591 2627 2702 2711 2752 2805 2828 2871 2884 2906 2926
 2932 2962 2973 3019 3078 3113 3120 3141 3166 3194 3208 3237 3283 3293
 3307 3311 3348 3362 3381 3406 3408 3421 3426 3493 3501 3505 3510 3524
 3532 3571 3626 3643 3644 3653 3660 3662 3676 3702 3757 3810 3823 3833
 3852 3874 3892 3909 3911 3923 3972 3978 4006 4057 4095 4185 4211 4213
 4218 4284 4291 4307 4341 4354 4366 4425 4440 4442 4520 4525 4543 4553
 4574 4627 4678 4686 4697 4715 4725 4739 4742 4750 4821 4883 4946 4965
 4967 4989 5020 5030 5061 5154 5164 5165 5213 5271 5281 5284 5302 5337
 5361 5365 5381 5395 5413 5447 5481 5497 5500 5519 5520 5529 5544 5555
 5560 5617 5634 5678 5679 5798 5803 5804 5843 5858 5868 5878 5892 5926
 5959 5960 5987 5992 6027 6038 6049 6162 6203 6298 6330 6380 6417 6429
 6454 6467 6485 6567 6588 6601 6647 6664 6690 6755 6756 6759 6765 6770
 6771 6779 6878 6942 6971 6991 6993 6998 7017 7024 7076 7079 7109 7127
 7162 7164 7182 7285 7287 7300 7301 7307 7315 7327 7328 7336 7349 7426
 7446 7449 7456 7498 7508 7518 7519 7547 7568 7613 7652 7727 7736 7772
 7778 7873 7887 7925 7962 7982 7989 8015 8059 8069 8078 8084 8093 8121
 8134 8147 8267 8283 8305 8367 8381 8399 8427 8445 8468 8509 8519 8529
 8585 8637 8670 8741 8768 8786 8840 8841 8847 8893 8917 8951 8985 8999
 9031 9043 9058 9071 9135 9168 9170 9185 9196 9248 9522 9570 9747 9761
 9762 9806 9823 9844 9855 9878 9901 9924]"
14,"[  24   95  118  155  179  217  242  248  277  285  321  405  439  448
  488  499  523  574  624  654  657  772  775  795  799  890 1000 1052
 1119 1170 1308 1329 1355 1429 1449 1495 1553 1573 1613 1619 1652 1677
 1713 1758 1868 1869 1870 1881 1967 1976 2106 2110 2131 2176 2226 2308
 2382 2419 2501 2502 2530 2584 2591 2627 2702 2752 2805 2871 2926 2932
 2962 2973 3019 3078 3113 3141 3208 3237 3283 3311 3348 3362 3381 3384
 3408 3421 3493 3501 3505 3510 3532 3643 3653 3660 3702 3703 3757 3810
 3833 3852 3911 3923 3978 4006 4057 4095 4137 4195 4211 4213 4291 4307
 4341 4425 4440 4442 4520 4525 4543 4553 4555 4574 4591 4653 4678 4725
 4750 4883 4885 4946 4965 4967 4989 5015 5020 5030 5154 5164 5165 5213
 5271 5284 5302 5337 5361 5365 5413 5447 5481 5484 5520 5521 5544 5560
 5634 5679 5798 5843 5858 5868 5878 5892 5926 5960 5987 6038 6049 6162
 6298 6429 6588 6601 6664 6690 6756 6759 6765 6770 6878 6942 6971 6991
 6993 6998 7054 7123 7162 7164 7285 7300 7301 7307 7315 7349 7426 7446
 7456 7518 7547 7568 7613 7652 7727 7735 7736 7778 7822 7873 7887 7962
 8015 8059 8134 8147 8253 8267 8283 8367 8468 8509 8519 8582 8585 8637
 8670 8682 8741 8768 8840 8841 8917 8951 8999 9031 9052 9058 9135 9170
 9185 9248 9296 9522 9747 9762 9806 9844 9855 9878 9901 9974]"
15,[]
16,"[   10    11    24    95   101   124   135   136   150   155   187   217
   233   235   236   242   243   248   265   270   277   282   285   321
   353   354   399   405   435   439   445   448   479   487   488   494
   499   523   570   574   624   654   657   663   684   692   768   772
   775   793   795   799   826   849   871   890   905   957  1000  1052
  1108  1110  1119  1170  1175  1192  1246  1257  1301  1308  1329  1355
  1392  1404  1429  1433  1449  1463  1477  1495  1503  1514  1545  1553
  1554  1573  1593  1602  1613  1619  1624  1633  1652  1677  1706  1713
  1745  1747  1750  1758  1819  1826  1853  1868  1869  1870  1874  1881
  1884  1967  1976  1991  1995  1998  2029  2100  2101  2105  2106  2110
  2131  2132  2148  2176  2177  2226  2228  2230  2248  2263  2274  2308
  2366  2375  2382  2419  2446  2462  2502  2530  2554  2565  2584  2591
  2608  2627  2702  2711  2716  2749  2752  2790  2805  2828  2834  2854
  2862  2871  2877  2882  2884  2906  2926  2932  2962  2973  3003  3019
  3078  3113  3120  3136  3141  3190  3194  3198  3208  3237  3283  3293
  3307  3311  3348  3349  3362  3365  3381  3406  3408  3421  3426  3427
  3465  3493  3501  3505  3510  3524  3532  3566  3571  3626  3643  3644
  3653  3660  3662  3676  3700  3701  3702  3722  3742  3754  3757  3810
  3823  3833  3852  3874  3892  3909  3911  3923  3925  3947  3972  3978
  3988  4006  4039  4057  4062  4067  4077  4095  4117  4137  4185  4195
  4211  4213  4218  4250  4284  4291  4307  4315  4341  4354  4355  4366
  4369  4388  4399  4425  4440  4442  4454  4456  4466  4520  4525  4533
  4543  4553  4555  4574  4576  4627  4640  4649  4653  4678  4686  4691
  4697  4715  4725  4739  4742  4743  4750  4756  4821  4827  4836  4883
  4885  4946  4965  4967  4989  5015  5020  5030  5061  5154  5164  5165
  5213  5271  5281  5284  5296  5302  5337  5360  5361  5364  5365  5381
  5395  5413  5447  5473  5481  5484  5497  5500  5519  5520  5521  5529
  5544  5555  5560  5603  5617  5634  5678  5679  5717  5776  5798  5800
  5803  5826  5840  5843  5858  5868  5878  5892  5896  5926  5944  5949
  5959  5960  5974  5986  5987  5989  5992  6027  6038  6049  6107  6126
  6137  6155  6159  6160  6162  6203  6261  6298  6330  6344  6380  6429
  6452  6454  6467  6468  6485  6505  6538  6567  6572  6588  6601  6633
  6636  6647  6664  6690  6755  6756  6759  6763  6765  6770  6771  6779
  6825  6878  6899  6906  6942  6971  6991  6993  6998  7013  7017  7024
  7054  7057  7063  7076  7079  7101  7109  7110  7127  7162  7164  7182
  7193  7257  7285  7287  7291  7300  7301  7307  7315  7327  7328  7336
  7349  7367  7426  7446  7449  7456  7471  7494  7498  7508  7518  7519
  7525  7547  7551  7568  7613  7640  7652  7713  7717  7727  7736  7746
  7756  7772  7778  7792  7855  7873  7887  7925  7934  7949  7962  7982
  7989  8015  8025  8058  8059  8069  8078  8084  8093  8101  8121  8134
  8147  8174  8175  8238  8253  8267  8283  8305  8343  8367  8381  8382
  8399  8427  8445  8460  8466  8468  8509  8519  8529  8543  8582  8585
  8637  8670  8679  8682  8741  8768  8776  8786  8840  8841  8847  8893
  8910  8917  8951  8980  8985  8999  9031  9043  9058  9071  9083  9096
  9122  9132  9133  9135  9168  9170  9185  9196  9228  9248  9276  9296
  9474  9495  9522  9554  9556  9570  9576  9605  9611  9634  9664  9720
  9723  9747  9761  9762  9797  9806  9823  9844  9855  9860  9878  9901
  9920  9924  9970  9974 10002]"
17,"[   10    11    24    95   101   124   135   136   150   155   217   233
   235   236   242   243   248   255   265   270   271   277   282   285
   321   354   365   399   405   439   445   448   473   478   487   488
   494   499   523   570   574   624   654   657   663   684   692   768
   772   775   793   795   799   814   826   849   871   890  1000  1052
  1077  1081  1108  1110  1119  1170  1175  1192  1246  1257  1308  1329
  1344  1355  1380  1384  1392  1404  1429  1433  1449  1477  1495  1503
  1514  1532  1545  1553  1554  1573  1593  1602  1613  1619  1633  1652
  1677  1706  1713  1741  1745  1747  1750  1758  1784  1819  1853  1861
  1868  1869  1870  1881  1884  1890  1915  1967  1991  1995  1998  2029
  2098  2101  2105  2106  2110  2131  2148  2176  2177  2226  2228  2230
  2248  2263  2274  2308  2311  2366  2382  2419  2446  2462  2501  2502
  2530  2554  2565  2584  2591  2627  2702  2711  2716  2749  2752  2790
  2805  2823  2828  2834  2854  2871  2877  2884  2906  2926  2932  2962
  2973  3003  3019  3078  3113  3120  3136  3141  3166  3190  3194  3198
  3208  3237  3283  3293  3307  3311  3348  3362  3365  3381  3384  3406
  3408  3421  3426  3489  3493  3501  3505  3510  3524  3532  3566  3570
  3571  3579  3626  3643  3644  3653  3660  3662  3676  3700  3701  3702
  3742  3754  3757  3810  3823  3833  3852  3874  3892  3909  3911  3923
  3972  3978  3988  4006  4023  4039  4057  4062  4067  4077  4095  4117
  4137  4185  4195  4211  4213  4218  4282  4284  4291  4307  4341  4354
  4355  4366  4388  4399  4425  4440  4442  4454  4456  4466  4520  4525
  4533  4543  4553  4555  4574  4627  4640  4649  4653  4678  4686  4697
  4715  4725  4739  4742  4743  4750  4756  4821  4827  4836  4840  4856
  4865  4883  4885  4938  4946  4965  4967  4976  4989  5015  5020  5030
  5061  5072  5154  5164  5165  5212  5213  5271  5281  5284  5296  5302
  5337  5360  5361  5364  5365  5381  5395  5413  5438  5447  5481  5484
  5497  5500  5501  5519  5520  5529  5544  5555  5560  5603  5617  5634
  5670  5678  5679  5717  5776  5798  5800  5803  5804  5826  5840  5843
  5858  5868  5878  5892  5896  5925  5926  5944  5959  5960  5974  5986
  5987  5992  6027  6038  6049  6126  6137  6155  6159  6160  6162  6203
  6261  6273  6298  6330  6380  6407  6417  6429  6452  6454  6467  6468
  6485  6505  6567  6588  6601  6633  6636  6647  6664  6690  6755  6756
  6759  6763  6765  6770  6771  6772  6779  6825  6878  6899  6906  6913
  6942  6971  6991  6993  6998  7013  7017  7024  7054  7057  7063  7076
  7079  7101  7109  7123  7126  7127  7162  7164  7182  7193  7216  7257
  7285  7287  7291  7300  7301  7307  7315  7327  7328  7336  7349  7426
  7446  7449  7456  7471  7494  7498  7508  7518  7519  7525  7547  7551
  7568  7613  7640  7652  7713  7717  7727  7735  7736  7746  7756  7760
  7772  7778  7792  7873  7887  7896  7925  7949  7950  7962  7982  7989
  8015  8023  8025  8059  8066  8069  8078  8084  8093  8101  8121  8134
  8147  8175  8238  8253  8267  8283  8305  8343  8367  8381  8382  8399
  8427  8445  8468  8509  8519  8529  8543  8582  8585  8587  8637  8670
  8679  8741  8761  8768  8776  8786  8826  8840  8841  8847  8893  8910
  8917  8951  8980  8985  8999  9031  9043  9052  9058  9071  9083  9096
  9122  9132  9133  9135  9136  9168  9170  9185  9196  9228  9248  9276
  9372  9394  9407  9522  9547  9554  9556  9570  9576  9605  9611  9634
  9664  9720  9723  9747  9761  9762  9797  9806  9823  9843  9844  9855
  9868  9878  9901  9974  9976 10002 10028]"
18,"[ 405  624  772 2106 2226 2502 2584 2805 3113 3348 3501 3532 3644 3660
 3810 3978 4095 4442 4525 4739 5271 5302 5484 5544 5892 6038 6765 6991
 7727 7778 8147 8399 8509 8585 8637 9031 9058 9185 9762]"
19,[]
20,"[ 405  624 2131 2584 3348 3660 4525 5302 5484 6755 6991 7727 7778 8399
 8509 8637 9058 9185 9522 9762]"
21,[]
22,"[   10    11    24    95   101   124   136   150   155   217   233   235
   236   243   248   255   265   270   277   282   285   321   353   399
   405   439   445   448   488   494   499   523   570   574   624   654
   657   663   768   772   775   793   795   799   826   871   890  1000
  1052  1110  1119  1170  1175  1192  1246  1257  1308  1329  1355  1384
  1392  1404  1429  1433  1449  1477  1495  1503  1505  1514  1545  1553
  1554  1573  1593  1602  1613  1619  1633  1652  1677  1706  1745  1747
  1758  1819  1826  1853  1868  1869  1870  1874  1881  1884  1890  1967
  1995  1998  2029  2101  2105  2106  2110  2131  2148  2176  2177  2226
  2230  2248  2274  2308  2366  2375  2382  2419  2446  2462  2502  2530
  2554  2565  2584  2591  2627  2702  2711  2716  2749  2752  2790  2805
  2828  2834  2854  2871  2884  2906  2926  2932  2962  2973  3003  3019
  3078  3113  3120  3136  3141  3190  3194  3198  3208  3237  3283  3293
  3307  3311  3348  3362  3381  3406  3408  3421  3426  3493  3501  3505
  3510  3532  3566  3571  3579  3626  3633  3643  3644  3653  3660  3676
  3700  3701  3702  3757  3810  3823  3833  3852  3874  3909  3911  3923
  3925  3947  3972  3978  3988  4006  4039  4057  4059  4062  4067  4077
  4095  4137  4195  4211  4213  4284  4291  4307  4341  4354  4355  4366
  4388  4399  4425  4440  4442  4454  4456  4520  4525  4533  4543  4553
  4555  4574  4627  4653  4678  4686  4697  4715  4725  4739  4742  4750
  4821  4827  4836  4883  4938  4946  4965  4967  4989  5015  5020  5030
  5061  5072  5154  5165  5213  5271  5281  5284  5296  5302  5337  5360
  5361  5364  5365  5381  5395  5413  5438  5447  5481  5484  5497  5500
  5519  5520  5521  5529  5544  5555  5560  5603  5617  5634  5678  5679
  5776  5798  5800  5803  5826  5840  5843  5858  5868  5878  5892  5896
  5926  5959  5960  5974  5986  5987  6027  6038  6049  6126  6137  6155
  6159  6162  6203  6237  6273  6298  6330  6380  6429  6452  6454  6467
  6468  6505  6567  6588  6601  6647  6664  6690  6755  6756  6759  6763
  6765  6770  6779  6878  6899  6906  6942  6971  6991  6993  6998  7013
  7017  7024  7063  7076  7079  7109  7127  7164  7257  7285  7287  7300
  7301  7307  7315  7327  7328  7336  7349  7426  7446  7449  7456  7471
  7508  7518  7519  7525  7547  7551  7568  7613  7640  7652  7713  7717
  7727  7736  7746  7756  7772  7778  7792  7873  7887  7925  7949  7950
  7962  7982  7989  8015  8025  8059  8066  8069  8078  8084  8101  8121
  8134  8147  8175  8238  8267  8283  8305  8343  8367  8381  8399  8427
  8445  8468  8509  8519  8543  8585  8587  8637  8670  8741  8768  8786
  8840  8841  8847  8893  8917  8951  8980  8985  8999  9031  9032  9058
  9071  9083  9096  9122  9135  9168  9170  9185  9196  9228  9248  9276
  9296  9394  9522  9547  9554  9556  9570  9605  9611  9720  9723  9747
  9761  9762  9797  9806  9823  9843  9844  9855  9878  9901  9970  9974
 10002 10028]"
23,[]
24,"[ 155  217  236  248  277  285  321  353  405  439  448  499  515  523
  570  574  624  772  799  890  905 1000 1052 1110 1119 1170 1192 1257
 1308 1355 1392 1434 1449 1477 1503 1554 1613 1652 1677 1713 1745 1747
 1758 1853 1869 1870 1881 1995 2106 2110 2131 2148 2176 2226 2308 2352
 2382 2419 2501 2502 2530 2584 2591 2627 2702 2716 2749 2805 2828 2854
 2871 2932 2962 2973 3019 3113 3141 3194 3206 3208 3237 3283 3293 3311
 3348 3362 3381 3406 3408 3421 3493 3501 3510 3532 3571 3579 3643 3644
 3653 3660 3676 3810 3833 3852 3909 3911 3923 3978 4006 4039 4057 4095
 4213 4282 4291 4440 4442 4520 4525 4543 4555 4574 4725 4739 4742 4827
 4836 4883 4946 4965 4967 4978 4989 5015 5020 5030 5165 5213 5271 5284
 5302 5337 5361 5364 5395 5413 5447 5481 5484 5497 5520 5521 5544 5560
 5634 5679 5798 5843 5858 5868 5878 5892 5960 5986 5987 6038 6049 6137
 6162 6298 6588 6664 6690 6755 6756 6759 6765 6770 6878 6971 6991 6993
 7054 7127 7285 7300 7301 7307 7315 7328 7336 7349 7426 7446 7456 7518
 7547 7568 7652 7727 7736 7772 7778 7873 7962 8084 8101 8121 8134 8147
 8175 8283 8305 8367 8399 8468 8509 8519 8585 8637 8756 8768 8840 8841
 8847 8910 8917 8951 8999 9031 9032 9043 9058 9071 9150 9170 9185 9248
 9296 9522 9605 9614 9747 9761 9762 9806 9844 9855 9901 9974 9976]"
25,"[   10    11    24    37    95   101   121   124   136   150   155   187
   217   236   248   255   277   282   285   321   353   399   405   435
   439   445   448   473   478   487   488   499   523   570   574   624
   654   657   684   768   772   775   793   795   814   826   871   890
   905  1000  1052  1110  1119  1170  1192  1246  1257  1308  1329  1344
  1355  1392  1404  1429  1433  1449  1463  1477  1495  1503  1505  1514
  1545  1553  1554  1573  1593  1602  1613  1619  1652  1677  1706  1745
  1747  1758  1826  1853  1868  1869  1870  1881  1884  1890  1967  1995
  2029  2092  2105  2106  2110  2131  2148  2176  2177  2180  2226  2230
  2248  2274  2308  2375  2382  2419  2446  2462  2501  2502  2530  2554
  2565  2584  2591  2627  2702  2711  2716  2752  2790  2805  2828  2834
  2854  2871  2884  2906  2926  2932  2962  2973  3019  3078  3113  3120
  3141  3166  3190  3194  3208  3237  3283  3293  3307  3311  3348  3362
  3365  3381  3406  3408  3421  3426  3493  3501  3505  3510  3524  3532
  3566  3571  3579  3626  3633  3643  3644  3653  3660  3676  3700  3701
  3702  3757  3810  3833  3852  3874  3909  3911  3923  3947  3972  3978
  4006  4023  4057  4059  4062  4067  4077  4095  4137  4155  4185  4195
  4211  4213  4218  4284  4291  4307  4315  4341  4354  4355  4366  4388
  4399  4425  4440  4442  4454  4456  4520  4525  4533  4543  4553  4555
  4574  4576  4627  4653  4678  4686  4697  4715  4725  4739  4742  4750
  4821  4827  4836  4883  4946  4965  4967  4989  5015  5020  5030  5061
  5072  5154  5165  5213  5271  5281  5284  5296  5302  5337  5360  5361
  5365  5381  5395  5413  5438  5447  5473  5481  5484  5497  5519  5520
  5521  5529  5544  5555  5560  5603  5617  5634  5670  5678  5679  5776
  5798  5800  5803  5826  5831  5843  5858  5868  5878  5892  5896  5926
  5959  5960  5974  5986  5987  6027  6038  6049  6126  6137  6155  6159
  6162  6203  6237  6273  6298  6330  6380  6407  6429  6454  6467  6468
  6588  6601  6647  6664  6690  6755  6756  6759  6763  6765  6770  6779
  6789  6825  6878  6899  6971  6991  6993  7013  7017  7024  7035  7054
  7076  7079  7109  7127  7164  7182  7257  7285  7287  7300  7301  7307
  7315  7327  7328  7336  7349  7426  7446  7449  7456  7471  7494  7508
  7518  7519  7547  7551  7568  7613  7640  7652  7727  7736  7746  7756
  7760  7772  7778  7792  7873  7887  7925  7962  7982  7989  8015  8025
  8059  8066  8069  8078  8084  8101  8121  8134  8147  8175  8238  8267
  8283  8305  8343  8367  8399  8427  8445  8460  8466  8468  8509  8519
  8585  8587  8637  8670  8741  8768  8776  8840  8841  8847  8893  8917
  8951  8980  8985  8999  9020  9031  9058  9071  9072  9083  9096  9135
  9170  9185  9196  9248  9276  9296  9394  9462  9475  9522  9554  9556
  9570  9611  9667  9720  9723  9747  9761  9762  9797  9806  9823  9843
  9844  9855  9878  9901  9970  9974 10002]"
26,"[ 155  236  248  277  321  405  439  448  499  523  624  654  768  772
  795  871 1000 1052 1110 1170 1257 1308 1355 1392 1429 1449 1477 1503
 1505 1553 1554 1573 1677 1745 1747 1758 1853 1869 1870 1881 1967 1995
 2106 2110 2131 2148 2176 2226 2230 2382 2419 2502 2584 2591 2627 2749
 2805 2828 2884 2926 2962 2973 3019 3113 3194 3237 3307 3311 3348 3362
 3381 3406 3408 3421 3493 3501 3510 3532 3643 3644 3660 3702 3757 3810
 3852 3911 3923 3978 4006 4057 4095 4213 4284 4291 4307 4440 4442 4525
 4553 4627 4739 4742 4821 4883 4946 4965 4967 4989 5015 5020 5165 5271
 5284 5302 5361 5365 5447 5481 5484 5520 5544 5560 5634 5679 5843 5858
 5868 5878 5892 5926 5960 5986 6027 6038 6049 6298 6330 6588 6664 6690
 6755 6756 6759 6763 6765 6770 6779 6878 6971 6991 7024 7054 7285 7300
 7307 7315 7328 7336 7456 7518 7519 7547 7652 7727 7736 7778 8121 8134
 8147 8175 8283 8305 8367 8399 8445 8468 8509 8519 8585 8637 8670 8840
 8841 8847 8951 8999 9031 9058 9170 9185 9248 9324 9522 9556 9570 9611
 9747 9762 9844 9901]"
27,"[ 155  217  236  248  285  321  353  405  439  448  488  499  523  574
  624  654  772  775  871 1000 1052 1110 1119 1170 1257 1308 1355 1392
 1429 1449 1477 1553 1554 1613 1652 1677 1745 1747 1758 1853 1869 1870
 1881 1967 1995 2029 2106 2110 2131 2148 2176 2226 2230 2382 2419 2502
 2530 2554 2584 2591 2711 2716 2749 2790 2805 2926 2962 2973 3019 3078
 3113 3194 3237 3311 3348 3362 3381 3406 3408 3421 3493 3501 3510 3532
 3579 3643 3644 3660 3676 3702 3810 3909 3911 3923 3978 4006 4057 4095
 4284 4291 4307 4388 4440 4442 4456 4525 4543 4553 4574 4627 4739 4742
 4821 4827 4836 4883 4946 4965 4967 4989 5015 5020 5271 5281 5284 5302
 5361 5395 5447 5481 5484 5497 5520 5544 5560 5634 5679 5800 5843 5858
 5868 5878 5892 5926 5960 5987 6038 6049 6203 6298 6330 6468 6588 6664
 6690 6755 6756 6759 6763 6765 6770 6779 6878 6971 6991 6993 7024 7035
 7285 7300 7301 7307 7315 7328 7336 7426 7446 7456 7508 7518 7547 7652
 7727 7772 7778 7962 7989 8015 8066 8069 8084 8134 8147 8283 8305 8367
 8399 8445 8468 8509 8519 8585 8637 8840 8841 8951 8999 9031 9058 9071
 9150 9170 9185 9248 9522 9570 9747 9762 9901 9976]"
28,"[   11    24    95   101   118   121   124   136   155   179   217   233
   236   243   248   255   277   282   285   321   399   405   435   439
   445   448   473   487   488   494   499   515   523   570   574   624
   654   657   684   768   772   775   793   795   799   826   871   890
   905   977  1000  1052  1077  1110  1119  1170  1192  1246  1257  1308
  1329  1344  1355  1379  1392  1404  1429  1433  1434  1449  1463  1477
  1495  1503  1505  1514  1545  1553  1554  1573  1593  1602  1619  1633
  1652  1660  1677  1706  1713  1725  1745  1747  1758  1819  1826  1853
  1868  1869  1870  1874  1881  1884  1890  1935  1967  1995  1998  2029
  2087  2092  2100  2105  2106  2110  2131  2148  2176  2177  2180  2226
  2230  2248  2274  2308  2352  2375  2382  2419  2446  2462  2501  2502
  2530  2554  2584  2591  2627  2702  2711  2749  2752  2790  2805  2828
  2834  2854  2871  2884  2906  2926  2932  2962  2973  3019  3078  3113
  3141  3166  3190  3194  3208  3237  3283  3293  3307  3311  3348  3362
  3365  3381  3384  3406  3408  3421  3426  3427  3493  3501  3505  3510
  3524  3532  3566  3571  3579  3626  3643  3644  3653  3660  3676  3701
  3702  3757  3810  3833  3852  3874  3909  3911  3923  3947  3972  3978
  3988  4006  4023  4039  4057  4059  4067  4077  4095  4137  4155  4195
  4211  4213  4218  4284  4291  4307  4315  4341  4354  4355  4366  4388
  4399  4425  4440  4442  4454  4456  4520  4525  4533  4543  4553  4555
  4574  4576  4591  4627  4640  4653  4678  4686  4697  4715  4725  4739
  4742  4750  4821  4827  4836  4883  4885  4946  4965  4967  4976  4989
  5015  5020  5030  5061  5154  5165  5213  5271  5281  5284  5302  5305
  5337  5360  5361  5364  5365  5381  5395  5413  5438  5447  5473  5481
  5484  5497  5500  5519  5520  5521  5529  5544  5555  5560  5634  5670
  5678  5679  5776  5798  5800  5803  5826  5831  5843  5858  5868  5878
  5892  5926  5959  5960  5974  5986  5987  5992  6027  6038  6049  6126
  6137  6162  6203  6237  6298  6330  6380  6429  6454  6467  6468  6485
  6588  6601  6647  6664  6690  6755  6756  6759  6763  6765  6770  6779
  6789  6878  6913  6971  6991  6993  6998  7013  7017  7024  7054  7057
  7063  7076  7079  7101  7109  7127  7162  7164  7257  7285  7287  7300
  7301  7307  7315  7328  7336  7349  7426  7446  7449  7456  7471  7494
  7498  7508  7518  7519  7525  7547  7551  7568  7613  7652  7713  7727
  7735  7736  7746  7756  7772  7778  7792  7873  7887  7949  7962  7989
  8015  8025  8059  8066  8069  8078  8084  8093  8101  8121  8134  8147
  8175  8238  8267  8283  8305  8343  8367  8377  8395  8399  8427  8445
  8468  8509  8519  8585  8587  8637  8670  8741  8768  8840  8841  8847
  8893  8910  8917  8951  8965  8980  8985  8999  9020  9031  9043  9052
  9058  9071  9072  9083  9096  9135  9150  9168  9170  9185  9196  9228
  9248  9296  9324  9450  9462  9522  9554  9556  9570  9605  9611  9697
  9747  9761  9762  9797  9806  9823  9843  9844  9855  9878  9901  9970
  9974  9976 10002]"
29,[7778]
30,[7778]
31,"[ 405  439  624 2106 2131 2584 2973 3113 3348 3501 3660 3978 4525 5302
 5484 5544 5892 6755 6991 7727 7778 8399 8509 8637 9058 9185 9522 9762]"
32,"[ 155  217  236  248  405  439  448  499  523  624  772  795  871 1000
 1052 1110 1170 1308 1355 1449 1505 1553 1554 1677 1758 1826 1853 1870
 1881 1967 1995 2106 2110 2131 2176 2226 2230 2375 2382 2419 2462 2501
 2502 2530 2584 2627 2711 2805 2834 2926 2962 2973 3019 3113 3194 3237
 3307 3311 3348 3362 3381 3408 3421 3493 3501 3505 3510 3532 3643 3644
 3653 3660 3702 3810 3833 3852 3911 3923 3978 4057 4095 4284 4291 4442
 4525 4739 4821 4883 4965 4967 4989 5020 5165 5271 5284 5302 5447 5481
 5484 5519 5520 5544 5560 5634 5679 5843 5858 5878 5892 5926 5987 6027
 6038 6298 6588 6664 6690 6755 6756 6759 6763 6765 6770 6779 6971 6991
 6993 7024 7285 7300 7315 7328 7336 7349 7456 7518 7547 7727 7736 7778
 8134 8147 8283 8367 8399 8445 8468 8509 8519 8585 8637 8840 8841 8917
 8951 9031 9058 9170 9185 9248 9522 9556 9570 9747 9761 9762 9901]"
